method,strain,protein,EBC_ID,best_rank,n_complexes,total_interactions,n_hydrophobic,n_hbond,n_water_bridge,n_salt_bridge,n_pi_stack,n_pi_cation,n_halogen_bond,n_metal_complex
AF,ref,OPG027,EBC-03209,14,1,4,2,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-03215,53,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG027,EBC-03229,10,1,4,1,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-03244,4,1,4,2,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-03270,67,1,6,3,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-03271,86,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG027,EBC-03367,15,1,4,1,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-03375,54,1,5,4,1,0,0,0,0,0,0
AF,ref,OPG027,EBC-03563,55,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-03569,100,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG027,EBC-03989,19,1,7,2,3,0,2,0,0,0,0
AF,ref,OPG027,EBC-04039,89,1,7,4,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-04050,39,1,9,5,4,0,0,0,0,0,0
AF,ref,OPG027,EBC-04055,70,1,5,2,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-04100,11,1,5,4,1,0,0,0,0,0,0
AF,ref,OPG027,EBC-04193,64,1,9,5,2,0,2,0,0,0,0
AF,ref,OPG027,EBC-04258,78,1,1,0,0,0,0,0,1,0,0
AF,ref,OPG027,EBC-04299,38,1,5,2,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-04358,62,1,1,0,0,0,0,0,1,0,0
AF,ref,OPG027,EBC-04373,61,1,1,0,0,0,1,0,0,0,0
AF,ref,OPG027,EBC-06154,29,1,4,1,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-06163,31,1,4,1,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-06263,88,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-06295,45,1,5,4,1,0,0,0,0,0,0
AF,ref,OPG027,EBC-06296,77,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG027,EBC-06483,84,1,5,2,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-06623,18,1,8,4,4,0,0,0,0,0,0
AF,ref,OPG027,EBC-06648,3,1,5,0,3,0,0,2,0,0,0
AF,ref,OPG027,EBC-06755,69,1,9,6,2,0,0,0,1,0,0
AF,ref,OPG027,EBC-06762,5,1,6,4,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-06810,96,1,5,4,1,0,0,0,0,0,0
AF,ref,OPG027,EBC-06974,97,1,5,2,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-07144,17,1,3,1,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-07543,12,1,4,2,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-07666,73,1,10,5,3,0,0,2,0,0,0
AF,ref,OPG027,EBC-07667,87,1,8,3,3,0,0,2,0,0,0
AF,ref,OPG027,EBC-07672,24,1,8,3,3,0,0,2,0,0,0
AF,ref,OPG027,EBC-07707,16,1,8,5,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-07845,91,1,6,4,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-08038,58,1,8,3,2,0,0,2,0,1,0
AF,ref,OPG027,EBC-08125,42,1,7,5,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-08254,26,1,5,3,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-08302,22,1,5,3,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-08457,92,1,6,2,3,0,0,1,0,0,0
AF,ref,OPG027,EBC-08513,34,1,6,1,5,0,0,0,0,0,0
AF,ref,OPG027,EBC-08651,90,1,8,3,5,0,0,0,0,0,0
AF,ref,OPG027,EBC-08667,59,1,8,3,3,0,0,2,0,0,0
AF,ref,OPG027,EBC-08871,76,1,8,2,4,0,0,2,0,0,0
AF,ref,OPG027,EBC-09015,51,1,3,1,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-09186,8,1,10,5,2,0,1,2,0,0,0
AF,ref,OPG027,EBC-13327,23,1,6,2,4,0,0,0,0,0,0
AF,ref,OPG027,EBC-13712,28,1,6,4,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-14193,48,1,5,3,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-14344,85,1,5,2,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-149088,74,1,8,4,3,0,0,0,1,0,0
AF,ref,OPG027,EBC-152061,94,1,8,6,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-152118,68,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG027,EBC-152138,9,1,7,5,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-152242,43,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-152313,6,1,6,4,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-152357,40,1,4,1,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-153130,83,1,8,3,4,0,0,1,0,0,0
AF,ref,OPG027,EBC-153161,33,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG027,EBC-153178,80,1,6,1,3,0,0,2,0,0,0
AF,ref,OPG027,EBC-157116,81,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG027,EBC-157138,98,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-17092,79,1,5,2,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-189022,71,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG027,EBC-230024,25,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG027,EBC-253143,56,1,6,2,2,0,2,0,0,0,0
AF,ref,OPG027,EBC-26096,30,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG027,EBC-26219,99,1,4,1,2,0,1,0,0,0,0
AF,ref,OPG027,EBC-287044,75,1,3,1,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-289057,72,1,11,8,2,0,0,1,0,0,0
AF,ref,OPG027,EBC-289112,82,1,12,8,2,0,0,2,0,0,0
AF,ref,OPG027,EBC-352059,65,1,4,4,0,0,0,0,0,0,0
AF,ref,OPG027,EBC-42023,63,1,8,4,3,0,0,1,0,0,0
AF,ref,OPG027,EBC-44204,35,1,6,3,2,0,1,0,0,0,0
AF,ref,OPG027,EBC-44205,46,1,5,3,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-47089,32,1,7,3,2,0,0,2,0,0,0
AF,ref,OPG027,EBC-48075,21,1,8,5,3,0,0,0,0,0,0
AF,ref,OPG027,EBC-48149,41,1,7,3,4,0,0,0,0,0,0
AF,ref,OPG027,EBC-50109,66,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG027,EBC-54230,93,1,7,5,2,0,0,0,0,0,0
AF,ref,OPG027,EBC-73089,49,1,5,4,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-00523,53,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-00558,47,1,3,0,1,0,0,2,0,0,0
AF,ref,OPG092,EBC-00615,5,1,9,6,3,0,0,0,0,0,0
AF,ref,OPG092,EBC-00617,4,1,7,5,2,0,0,0,0,0,0
AF,ref,OPG092,EBC-00624,1,1,8,5,3,0,0,0,0,0,0
AF,ref,OPG092,EBC-03030,35,1,2,0,1,0,1,0,0,0,0
AF,ref,OPG092,EBC-03091,51,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-03104,31,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-03123,56,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-03127,46,1,4,2,2,0,0,0,0,0,0
AF,ref,OPG092,EBC-03176,29,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-03194,26,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-03210,18,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-03211,17,1,3,0,1,0,0,2,0,0,0
AF,ref,OPG092,EBC-03218,43,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-03228,33,1,3,1,1,0,0,1,0,0,0
AF,ref,OPG092,EBC-03233,49,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-03259,58,1,3,0,2,0,0,1,0,0,0
AF,ref,OPG092,EBC-03294,75,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-03311,25,1,2,2,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-03323,36,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-03357,57,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-03382,71,1,2,1,0,0,0,0,1,0,0
AF,ref,OPG092,EBC-03408,97,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-03489,73,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-03539,89,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-03587,39,1,2,0,1,0,1,0,0,0,0
AF,ref,OPG092,EBC-03634,86,1,3,0,1,0,0,2,0,0,0
AF,ref,OPG092,EBC-03647,85,1,2,0,1,0,1,0,0,0,0
AF,ref,OPG092,EBC-03650,98,1,2,0,0,0,0,2,0,0,0
AF,ref,OPG092,EBC-03673,40,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-03738,78,1,2,0,1,0,1,0,0,0,0
AF,ref,OPG092,EBC-03911,19,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-03955,92,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-03969,38,1,4,0,2,0,0,2,0,0,0
AF,ref,OPG092,EBC-04013,67,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-04129,95,1,3,1,1,0,1,0,0,0,0
AF,ref,OPG092,EBC-04177,24,1,2,0,1,0,0,0,1,0,0
AF,ref,OPG092,EBC-04258,63,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-04279,94,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG092,EBC-04353,69,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-06138,64,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-06204,82,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-06232,84,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-06250,27,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-06306,55,1,2,0,1,0,0,0,1,0,0
AF,ref,OPG092,EBC-06327,30,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-06341,80,1,5,1,1,0,0,3,0,0,0
AF,ref,OPG092,EBC-06375,81,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-06390,93,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-06406,77,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-06633,88,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-06727,2,1,7,5,2,0,0,0,0,0,0
AF,ref,OPG092,EBC-07224,7,1,7,4,3,0,0,0,0,0,0
AF,ref,OPG092,EBC-07225,3,1,6,3,3,0,0,0,0,0,0
AF,ref,OPG092,EBC-07226,8,1,7,4,3,0,0,0,0,0,0
AF,ref,OPG092,EBC-07353,74,1,6,5,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-07366,65,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG092,EBC-07481,28,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-08098,14,1,4,4,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-08122,44,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-08136,59,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-08163,52,1,4,2,2,0,0,0,0,0,0
AF,ref,OPG092,EBC-08303,42,1,2,0,1,0,0,1,0,0,0
AF,ref,OPG092,EBC-08527,76,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-08762,37,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-11098,20,1,6,1,2,0,3,0,0,0,0
AF,ref,OPG092,EBC-12763,83,1,3,1,1,0,0,1,0,0,0
AF,ref,OPG092,EBC-12850,61,1,5,0,1,0,0,2,0,0,2
AF,ref,OPG092,EBC-13843,70,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG092,EBC-13902,16,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-145175,32,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-152176,99,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG092,EBC-152242,45,1,3,0,2,0,1,0,0,0,0
AF,ref,OPG092,EBC-157078,87,1,8,6,2,0,0,0,0,0,0
AF,ref,OPG092,EBC-157193,6,1,7,4,3,0,0,0,0,0,0
AF,ref,OPG092,EBC-17049,68,1,1,0,0,0,0,0,0,0,1
AF,ref,OPG092,EBC-208022,34,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-251052,79,1,3,0,2,0,1,0,0,0,0
AF,ref,OPG092,EBC-253170,60,1,4,1,2,0,1,0,0,0,0
AF,ref,OPG092,EBC-26036,66,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-26044,90,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-26052,96,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG092,EBC-27022,11,1,9,6,2,0,0,0,0,1,0
AF,ref,OPG092,EBC-289041,9,1,5,5,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-381049,62,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-381057,91,1,2,0,1,0,0,1,0,0,0
AF,ref,OPG092,EBC-44096,50,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-44384,41,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-46286,12,1,6,4,1,0,0,0,1,0,0
AF,ref,OPG092,EBC-47187,22,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG092,EBC-47216,21,1,4,0,2,0,0,0,2,0,0
AF,ref,OPG092,EBC-47314,54,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-48116,48,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-48191,100,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG092,EBC-54232,15,1,13,10,2,0,0,1,0,0,0
AF,ref,OPG092,EBC-73130,10,1,6,4,2,0,0,0,0,0,0
AF,ref,OPG092,EBC-75135,72,1,1,0,0,0,0,0,1,0,0
AF,ref,OPG092,EBC-99057,13,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG092,EBC-99100,23,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG112,EBC-00532,56,1,4,0,3,0,0,1,0,0,0
AF,ref,OPG112,EBC-00537,12,1,2,1,0,0,1,0,0,0,0
AF,ref,OPG112,EBC-00588,100,1,6,2,1,0,0,1,2,0,0
AF,ref,OPG112,EBC-00635,8,1,5,1,2,0,0,1,1,0,0
AF,ref,OPG112,EBC-01028,37,1,3,2,0,0,0,0,1,0,0
AF,ref,OPG112,EBC-01042,14,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-02024,95,1,7,4,3,0,0,0,0,0,0
AF,ref,OPG112,EBC-02034,29,1,4,1,1,0,1,1,0,0,0
AF,ref,OPG112,EBC-03111,72,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-03220,60,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-03250,1,1,6,4,1,0,0,0,1,0,0
AF,ref,OPG112,EBC-03274,6,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-03326,62,1,5,3,1,0,0,0,1,0,0
AF,ref,OPG112,EBC-03337,31,1,2,0,1,0,0,1,0,0,0
AF,ref,OPG112,EBC-03344,45,1,3,2,0,0,0,0,1,0,0
AF,ref,OPG112,EBC-03357,9,1,5,4,0,0,0,0,1,0,0
AF,ref,OPG112,EBC-03435,64,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-03485,66,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-03544,27,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-03590,76,1,2,2,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-03645,51,1,4,0,2,0,1,1,0,0,0
AF,ref,OPG112,EBC-03650,80,1,4,0,2,0,1,1,0,0,0
AF,ref,OPG112,EBC-03769,83,1,9,5,3,0,0,0,1,0,0
AF,ref,OPG112,EBC-03812,41,1,4,2,2,0,0,0,0,0,0
AF,ref,OPG112,EBC-03883,79,1,7,3,3,0,0,1,0,0,0
AF,ref,OPG112,EBC-04037,96,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-04072,59,1,4,3,0,0,0,0,1,0,0
AF,ref,OPG112,EBC-04170,36,1,3,1,1,0,0,0,1,0,0
AF,ref,OPG112,EBC-04189,28,1,4,1,1,0,1,1,0,0,0
AF,ref,OPG112,EBC-04270,69,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-04271,52,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-04421,88,1,8,4,1,0,0,1,2,0,0
AF,ref,OPG112,EBC-06039,47,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-06222,86,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-06239,7,1,6,6,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-06264,87,1,6,4,1,0,0,0,1,0,0
AF,ref,OPG112,EBC-06298,54,1,2,0,1,0,0,1,0,0,0
AF,ref,OPG112,EBC-06304,94,1,3,1,1,0,1,0,0,0,0
AF,ref,OPG112,EBC-06319,67,1,8,6,0,0,0,0,2,0,0
AF,ref,OPG112,EBC-06342,81,1,3,0,1,0,0,0,2,0,0
AF,ref,OPG112,EBC-06372,38,1,3,1,2,0,0,0,0,0,0
AF,ref,OPG112,EBC-06383,99,1,9,4,4,0,0,1,0,0,0
AF,ref,OPG112,EBC-06524,19,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-06525,18,1,4,1,2,0,0,0,1,0,0
AF,ref,OPG112,EBC-06531,40,1,7,5,1,0,0,1,0,0,0
AF,ref,OPG112,EBC-06587,71,1,3,1,0,0,0,1,1,0,0
AF,ref,OPG112,EBC-06793,30,1,1,0,0,0,0,1,0,0,0
AF,ref,OPG112,EBC-06800,57,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-06975,22,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG112,EBC-07077,85,1,5,2,2,0,0,0,1,0,0
AF,ref,OPG112,EBC-07178,25,1,6,3,1,0,0,1,1,0,0
AF,ref,OPG112,EBC-07363,49,1,5,2,1,0,0,1,1,0,0
AF,ref,OPG112,EBC-07425,92,1,5,3,0,0,0,0,2,0,0
AF,ref,OPG112,EBC-07498,97,1,9,3,1,0,0,1,3,1,0
AF,ref,OPG112,EBC-07504,91,1,8,4,1,0,0,1,2,0,0
AF,ref,OPG112,EBC-07511,5,1,8,5,1,0,0,1,1,0,0
AF,ref,OPG112,EBC-07954,2,1,5,3,2,0,0,0,0,0,0
AF,ref,OPG112,EBC-08123,11,1,5,5,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-08161,77,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-08204,90,1,5,3,1,0,0,0,1,0,0
AF,ref,OPG112,EBC-08319,34,1,2,2,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-08328,44,1,2,1,0,0,0,1,0,0,0
AF,ref,OPG112,EBC-12197,82,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-127031,70,1,3,2,0,0,1,0,0,0,0
AF,ref,OPG112,EBC-12742,73,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-12771,43,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-13403,16,1,2,1,0,0,0,1,0,0,0
AF,ref,OPG112,EBC-145205,39,1,5,4,0,0,0,0,1,0,0
AF,ref,OPG112,EBC-14665,17,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-148079,23,1,3,2,0,0,0,0,1,0,0
AF,ref,OPG112,EBC-149077,42,1,6,3,0,0,1,2,0,0,0
AF,ref,OPG112,EBC-151141,89,1,6,3,1,0,1,1,0,0,0
AF,ref,OPG112,EBC-152070,55,1,6,2,2,0,1,0,1,0,0
AF,ref,OPG112,EBC-152195,68,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-152349,24,1,6,3,1,0,0,1,1,0,0
AF,ref,OPG112,EBC-153025,63,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-153169,61,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-154051,3,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-155095,21,1,3,1,2,0,0,0,0,0,0
AF,ref,OPG112,EBC-157032,78,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-158049,53,1,3,2,0,0,0,0,1,0,0
AF,ref,OPG112,EBC-159022,65,1,4,3,0,0,0,0,1,0,0
AF,ref,OPG112,EBC-167026,98,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-253302,58,1,5,2,3,0,0,0,0,0,0
AF,ref,OPG112,EBC-26044,50,1,6,4,2,0,0,0,0,0,0
AF,ref,OPG112,EBC-28041,74,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-38021,20,1,6,5,0,0,0,0,1,0,0
AF,ref,OPG112,EBC-381059,10,1,4,2,2,0,0,0,0,0,0
AF,ref,OPG112,EBC-46137,26,1,6,4,1,0,0,1,0,0,0
AF,ref,OPG112,EBC-47110,33,1,6,4,0,0,0,0,2,0,0
AF,ref,OPG112,EBC-47545,93,1,1,0,0,0,1,0,0,0,0
AF,ref,OPG112,EBC-48142,75,1,1,0,0,0,1,0,0,0,0
AF,ref,OPG112,EBC-48170,48,1,6,5,1,0,0,0,0,0,0
AF,ref,OPG112,EBC-50072,84,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG112,EBC-62046,13,1,2,1,0,0,1,0,0,0,0
AF,ref,OPG112,EBC-75132,32,1,10,5,1,0,0,2,1,1,0
AF,ref,OPG112,EBC-80139,35,1,8,4,1,0,0,2,1,0,0
AF,ref,OPG112,EBC-80148,4,1,7,2,5,0,0,0,0,0,0
AF,ref,OPG112,EBC-82041,15,1,9,3,1,0,0,4,1,0,0
AF,ref,OPG112,EBC-99077,46,1,5,3,1,0,0,0,1,0,0
AF,ref,OPG120,EBC-00010,48,1,12,4,6,0,1,1,0,0,0
AF,ref,OPG120,EBC-00522,38,1,4,0,3,0,1,0,0,0,0
AF,ref,OPG120,EBC-00708,99,1,11,3,6,0,0,2,0,0,0
AF,ref,OPG120,EBC-03104,18,1,6,2,3,0,0,1,0,0,0
AF,ref,OPG120,EBC-03153,60,1,4,1,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-03211,5,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-03218,9,1,6,2,3,0,0,1,0,0,0
AF,ref,OPG120,EBC-03227,12,1,6,2,3,0,0,1,0,0,0
AF,ref,OPG120,EBC-03228,24,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-03229,64,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-03259,13,1,7,2,4,0,0,1,0,0,0
AF,ref,OPG120,EBC-03320,22,1,7,2,4,0,0,1,0,0,0
AF,ref,OPG120,EBC-03332,33,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-03334,26,1,11,3,6,0,1,1,0,0,0
AF,ref,OPG120,EBC-03366,1,1,6,1,4,0,0,0,1,0,0
AF,ref,OPG120,EBC-03367,71,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-03368,84,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-03380,17,1,8,2,5,0,0,1,0,0,0
AF,ref,OPG120,EBC-03383,87,1,4,1,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-03472,63,1,7,2,4,0,0,1,0,0,0
AF,ref,OPG120,EBC-03478,47,1,12,3,6,0,1,2,0,0,0
AF,ref,OPG120,EBC-03524,4,1,10,2,6,0,1,1,0,0,0
AF,ref,OPG120,EBC-03533,2,1,6,2,3,0,0,1,0,0,0
AF,ref,OPG120,EBC-03546,86,1,8,2,5,0,0,1,0,0,0
AF,ref,OPG120,EBC-03552,70,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-03561,69,1,7,2,4,0,0,1,0,0,0
AF,ref,OPG120,EBC-03584,46,1,7,2,4,0,0,1,0,0,0
AF,ref,OPG120,EBC-03656,34,1,9,0,7,0,1,1,0,0,0
AF,ref,OPG120,EBC-03673,78,1,7,2,3,0,1,1,0,0,0
AF,ref,OPG120,EBC-03682,98,1,6,3,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-03694,56,1,6,3,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-03980,27,1,5,1,3,0,0,1,0,0,0
AF,ref,OPG120,EBC-04007,6,1,8,2,4,0,1,1,0,0,0
AF,ref,OPG120,EBC-04039,36,1,6,2,3,0,0,1,0,0,0
AF,ref,OPG120,EBC-04045,21,1,5,2,2,0,0,0,1,0,0
AF,ref,OPG120,EBC-04048,30,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-04049,23,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-04050,10,1,6,2,3,0,0,1,0,0,0
AF,ref,OPG120,EBC-04065,81,1,10,1,8,0,1,0,0,0,0
AF,ref,OPG120,EBC-04076,80,1,8,3,4,0,0,1,0,0,0
AF,ref,OPG120,EBC-04086,72,1,5,1,2,0,0,1,0,1,0
AF,ref,OPG120,EBC-04099,52,1,9,3,5,0,0,1,0,0,0
AF,ref,OPG120,EBC-04152,74,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-06214,73,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-06215,54,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-06250,16,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG120,EBC-06301,77,1,5,1,3,0,0,1,0,0,0
AF,ref,OPG120,EBC-06306,37,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG120,EBC-06327,83,1,3,0,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-06337,32,1,8,2,5,0,0,1,0,0,0
AF,ref,OPG120,EBC-06341,29,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-06350,90,1,6,2,3,0,0,1,0,0,0
AF,ref,OPG120,EBC-06351,35,1,7,3,2,0,0,2,0,0,0
AF,ref,OPG120,EBC-06377,89,1,9,2,6,0,0,1,0,0,0
AF,ref,OPG120,EBC-06388,68,1,7,3,3,0,0,1,0,0,0
AF,ref,OPG120,EBC-06390,82,1,7,2,4,0,0,1,0,0,0
AF,ref,OPG120,EBC-06394,66,1,7,2,4,0,0,0,1,0,0
AF,ref,OPG120,EBC-06446,85,1,11,2,7,0,0,2,0,0,0
AF,ref,OPG120,EBC-06531,57,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-06633,88,1,9,2,5,0,1,1,0,0,0
AF,ref,OPG120,EBC-06775,62,1,6,4,1,0,0,1,0,0,0
AF,ref,OPG120,EBC-06995,41,1,3,2,0,0,0,1,0,0,0
