method,strain,protein,EBC_ID,best_rank,n_complexes,total_interactions,n_hydrophobic,n_hbond,n_water_bridge,n_salt_bridge,n_pi_stack,n_pi_cation,n_halogen_bond,n_metal_complex
AF,ref,OPG120,EBC-07161,92,1,11,8,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-07264,55,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG120,EBC-07281,8,1,8,3,4,0,0,0,1,0,0
AF,ref,OPG120,EBC-07628,11,1,6,3,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-07750,95,1,12,8,2,0,0,1,1,0,0
AF,ref,OPG120,EBC-08077,31,1,7,3,2,0,0,2,0,0,0
AF,ref,OPG120,EBC-08111,28,1,8,2,5,0,0,1,0,0,0
AF,ref,OPG120,EBC-08122,14,1,4,0,3,0,0,0,1,0,0
AF,ref,OPG120,EBC-08536,42,1,15,6,8,0,1,0,0,0,0
AF,ref,OPG120,EBC-08546,97,1,10,7,2,0,1,0,0,0,0
AF,ref,OPG120,EBC-08706,53,1,8,1,5,0,0,1,1,0,0
AF,ref,OPG120,EBC-08735,51,1,13,9,2,0,0,1,1,0,0
AF,ref,OPG120,EBC-08800,75,1,9,2,5,0,0,1,1,0,0
AF,ref,OPG120,EBC-08943,50,1,13,10,1,0,0,2,0,0,0
AF,ref,OPG120,EBC-08947,61,1,13,12,1,0,0,0,0,0,0
AF,ref,OPG120,EBC-08976,39,1,10,8,2,0,0,0,0,0,0
AF,ref,OPG120,EBC-09076,40,1,11,8,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-09207,19,1,5,2,1,0,0,1,1,0,0
AF,ref,OPG120,EBC-13345,15,1,11,10,1,0,0,0,0,0,0
AF,ref,OPG120,EBC-13379,93,1,8,7,1,0,0,0,0,0,0
AF,ref,OPG120,EBC-13865,76,1,4,0,3,0,0,1,0,0,0
AF,ref,OPG120,EBC-144043,3,1,8,0,6,0,1,1,0,0,0
AF,ref,OPG120,EBC-145156,44,1,5,3,1,0,0,1,0,0,0
AF,ref,OPG120,EBC-145175,67,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG120,EBC-145230,96,1,7,4,2,0,0,0,1,0,0
AF,ref,OPG120,EBC-151178,91,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG120,EBC-157206,20,1,11,3,6,0,0,1,1,0,0
AF,ref,OPG120,EBC-158036,43,1,7,2,3,0,0,1,1,0,0
AF,ref,OPG120,EBC-159021,7,1,6,5,0,0,0,1,0,0,0
AF,ref,OPG120,EBC-230024,100,1,4,3,0,0,1,0,0,0,0
AF,ref,OPG120,EBC-24059,58,1,10,3,5,0,1,1,0,0,0
AF,ref,OPG120,EBC-26505,65,1,4,0,3,0,0,1,0,0,0
AF,ref,OPG120,EBC-289056,59,1,12,6,4,0,1,1,0,0,0
AF,ref,OPG120,EBC-291131,25,1,3,0,2,0,0,0,1,0,0
AF,ref,OPG120,EBC-44189,45,1,10,3,5,0,1,1,0,0,0
AF,ref,OPG120,EBC-46196,94,1,9,7,0,0,0,2,0,0,0
AF,ref,OPG120,EBC-47188,49,1,11,4,5,0,1,1,0,0,0
AF,ref,OPG120,EBC-47288,79,1,8,2,5,0,0,0,1,0,0
AF,ref,OPG154,EBC-00699,47,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-02025,18,1,3,1,2,0,0,0,0,0,0
AF,ref,OPG154,EBC-02031,48,1,2,2,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-02060,56,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-03090,67,1,3,1,2,0,0,0,0,0,0
AF,ref,OPG154,EBC-03100,2,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG154,EBC-03122,61,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-03159,35,1,2,1,0,0,1,0,0,0,0
AF,ref,OPG154,EBC-03203,36,1,2,0,0,0,2,0,0,0,0
AF,ref,OPG154,EBC-03204,65,1,2,0,0,0,2,0,0,0,0
AF,ref,OPG154,EBC-03280,52,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-03322,96,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-03338,17,1,3,1,2,0,0,0,0,0,0
AF,ref,OPG154,EBC-03694,46,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-03735,97,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-03738,51,1,2,1,0,0,1,0,0,0,0
AF,ref,OPG154,EBC-03743,45,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-03801,78,1,4,4,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-03960,57,1,2,1,0,0,1,0,0,0,0
AF,ref,OPG154,EBC-04013,32,1,2,1,0,0,1,0,0,0,0
AF,ref,OPG154,EBC-04274,66,1,2,0,0,0,2,0,0,0,0
AF,ref,OPG154,EBC-04275,6,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-04344,74,1,4,4,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-06165,62,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-06181,33,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-06569,1,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-06581,95,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-06684,26,1,5,3,1,0,1,0,0,0,0
AF,ref,OPG154,EBC-06754,87,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-06802,88,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-06832,92,1,5,4,0,0,1,0,0,0,0
AF,ref,OPG154,EBC-06968,94,1,5,3,0,0,2,0,0,0,0
AF,ref,OPG154,EBC-07067,42,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-07074,73,1,4,2,1,0,1,0,0,0,0
AF,ref,OPG154,EBC-07742,44,1,6,5,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-07772,24,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-07863,5,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-08250,98,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-08258,70,1,6,5,0,0,1,0,0,0,0
AF,ref,OPG154,EBC-08319,93,1,4,4,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-08348,82,1,2,1,0,0,1,0,0,0,0
AF,ref,OPG154,EBC-08356,83,1,5,5,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-08641,20,1,7,4,1,0,2,0,0,0,0
AF,ref,OPG154,EBC-08785,71,1,5,3,1,0,0,1,0,0,0
AF,ref,OPG154,EBC-08954,85,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-09204,43,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-09224,21,1,2,1,0,0,0,1,0,0,0
AF,ref,OPG154,EBC-09225,40,1,2,0,0,0,2,0,0,0,0
AF,ref,OPG154,EBC-11225,68,1,7,7,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-11342,81,1,4,3,0,0,0,1,0,0,0
AF,ref,OPG154,EBC-11416,90,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-12325,76,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-12341,3,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-12413,77,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-12537,59,1,5,2,0,0,3,0,0,0,0
AF,ref,OPG154,EBC-13324,19,1,3,1,2,0,0,0,0,0,0
AF,ref,OPG154,EBC-13436,64,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG154,EBC-13767,58,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-144034,84,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-145189,27,1,5,4,0,0,1,0,0,0,0
AF,ref,OPG154,EBC-14819,79,1,5,5,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-14842,12,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-151033,13,1,1,1,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-151087,34,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-154047,15,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-159022,89,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-189024,91,1,7,7,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-219094,10,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-254046,100,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-26060,63,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG154,EBC-26080,54,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-26103,30,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-26139,14,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-26152,50,1,1,0,0,0,1,0,0,0,0
AF,ref,OPG154,EBC-26171,16,1,2,0,0,0,2,0,0,0,0
AF,ref,OPG154,EBC-26180,99,1,2,0,1,0,0,0,0,0,1
AF,ref,OPG154,EBC-26290,49,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-26656,4,1,0,0,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-26657,72,1,5,5,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-267064,86,1,6,3,0,0,3,0,0,0,0
AF,ref,OPG154,EBC-27125,69,1,4,4,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-28042,25,1,2,2,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-28050,75,1,2,1,0,0,1,0,0,0,0
AF,ref,OPG154,EBC-292061,39,1,5,2,3,0,0,0,0,0,0
AF,ref,OPG154,EBC-30021,7,1,4,1,1,0,2,0,0,0,0
AF,ref,OPG154,EBC-303208,9,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-303277,37,1,4,1,2,0,1,0,0,0,0
AF,ref,OPG154,EBC-303279,38,1,5,3,2,0,0,0,0,0,0
AF,ref,OPG154,EBC-303322,22,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-312060,41,1,7,7,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-352059,23,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-361045,55,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-372050,31,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-381048,29,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-46203,53,1,4,3,1,0,0,0,0,0,0
AF,ref,OPG154,EBC-47334,11,1,3,3,0,0,0,0,0,0,0
AF,ref,OPG154,EBC-47426,28,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG154,EBC-47583,60,1,3,1,0,0,2,0,0,0,0
AF,ref,OPG154,EBC-48064,8,1,2,0,0,0,2,0,0,0,0
AF,ref,OPG154,EBC-65177,80,1,5,4,1,0,0,0,0,0,0
AF,ref,OPG174,EBC-00570,68,1,2,0,1,0,0,1,0,0,0
AF,ref,OPG174,EBC-00571,82,1,8,6,1,0,0,1,0,0,0
AF,ref,OPG174,EBC-00633,28,1,5,0,5,0,0,0,0,0,0
AF,ref,OPG174,EBC-00646,77,1,16,11,3,0,0,2,0,0,0
AF,ref,OPG174,EBC-00663,17,1,11,9,1,0,1,0,0,0,0
AF,ref,OPG174,EBC-00704,57,1,10,5,3,0,1,1,0,0,0
AF,ref,OPG174,EBC-02039,69,1,9,6,1,0,0,2,0,0,0
AF,ref,OPG174,EBC-03170,55,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG174,EBC-03307,71,1,4,0,2,0,0,2,0,0,0
AF,ref,OPG174,EBC-03462,53,1,6,3,3,0,0,0,0,0,0
AF,ref,OPG174,EBC-03625,45,1,7,6,1,0,0,0,0,0,0
AF,ref,OPG174,EBC-03826,42,1,7,4,2,0,0,1,0,0,0
AF,ref,OPG174,EBC-03893,60,1,8,6,1,0,1,0,0,0,0
AF,ref,OPG174,EBC-03910,26,1,4,0,4,0,0,0,0,0,0
AF,ref,OPG174,EBC-03919,15,1,12,8,4,0,0,0,0,0,0
AF,ref,OPG174,EBC-04247,34,1,8,6,1,0,1,0,0,0,0
AF,ref,OPG174,EBC-06116,46,1,10,7,3,0,0,0,0,0,0
AF,ref,OPG174,EBC-06369,65,1,7,6,0,0,1,0,0,0,0
AF,ref,OPG174,EBC-06764,37,1,9,4,2,0,0,1,0,2,0
AF,ref,OPG174,EBC-06844,73,1,8,4,3,0,0,1,0,0,0
AF,ref,OPG174,EBC-07024,39,1,7,6,1,0,0,0,0,0,0
AF,ref,OPG174,EBC-07127,83,1,5,1,1,0,1,2,0,0,0
AF,ref,OPG174,EBC-07221,94,1,8,6,1,0,0,1,0,0,0
AF,ref,OPG174,EBC-07275,78,1,10,6,1,0,0,3,0,0,0
AF,ref,OPG174,EBC-07353,38,1,7,7,0,0,0,0,0,0,0
AF,ref,OPG174,EBC-07355,99,1,8,5,2,0,0,1,0,0,0
AF,ref,OPG174,EBC-07400,70,1,6,4,1,0,1,0,0,0,0
AF,ref,OPG174,EBC-07480,59,1,13,11,1,0,1,0,0,0,0
AF,ref,OPG174,EBC-07491,54,1,11,9,1,0,1,0,0,0,0
AF,ref,OPG174,EBC-07543,14,1,11,6,2,0,1,2,0,0,0
AF,ref,OPG174,EBC-07573,66,1,10,8,2,0,0,0,0,0,0
AF,ref,OPG174,EBC-07787,79,1,10,9,0,0,1,0,0,0,0
AF,ref,OPG174,EBC-07826,75,1,7,2,1,0,1,2,0,1,0
AF,ref,OPG174,EBC-07862,13,1,7,0,7,0,0,0,0,0,0
AF,ref,OPG174,EBC-07893,41,1,9,6,1,0,0,2,0,0,0
AF,ref,OPG174,EBC-07988,43,1,16,9,4,0,0,2,1,0,0
AF,ref,OPG174,EBC-08023,29,1,4,0,4,0,0,0,0,0,0
AF,ref,OPG174,EBC-08344,47,1,7,5,1,0,1,0,0,0,0
AF,ref,OPG174,EBC-08358,74,1,9,4,3,0,1,1,0,0,0
AF,ref,OPG174,EBC-08537,51,1,11,5,2,0,0,3,1,0,0
AF,ref,OPG174,EBC-08557,88,1,10,5,2,0,1,2,0,0,0
AF,ref,OPG174,EBC-08636,76,1,13,9,2,0,1,1,0,0,0
AF,ref,OPG174,EBC-08737,48,1,8,6,2,0,0,0,0,0,0
AF,ref,OPG174,EBC-09090,44,1,10,7,2,0,0,0,1,0,0
AF,ref,OPG174,EBC-09098,27,1,11,8,3,0,0,0,0,0,0
AF,ref,OPG174,EBC-09186,93,1,14,11,2,0,1,0,0,0,0
AF,ref,OPG174,EBC-11026,24,1,5,0,5,0,0,0,0,0,0
AF,ref,OPG174,EBC-11027,1,1,5,0,5,0,0,0,0,0,0
AF,ref,OPG174,EBC-11050,4,1,5,0,5,0,0,0,0,0,0
AF,ref,OPG174,EBC-11061,50,1,14,7,6,0,1,0,0,0,0
AF,ref,OPG174,EBC-11111,97,1,10,3,5,0,0,2,0,0,0
AF,ref,OPG174,EBC-11226,92,1,10,5,2,0,1,2,0,0,0
AF,ref,OPG174,EBC-11275,35,1,12,9,2,0,0,1,0,0,0
AF,ref,OPG174,EBC-11320,22,1,7,2,2,0,0,1,0,2,0
AF,ref,OPG174,EBC-12065,18,1,8,5,1,0,1,1,0,0,0
AF,ref,OPG174,EBC-12163,11,1,5,0,5,0,0,0,0,0,0
AF,ref,OPG174,EBC-12288,56,1,7,5,1,0,0,1,0,0,0
AF,ref,OPG174,EBC-12394,31,1,10,4,3,0,1,2,0,0,0
AF,ref,OPG174,EBC-12827,95,1,15,7,6,0,1,1,0,0,0
AF,ref,OPG174,EBC-13376,10,1,4,0,4,0,0,0,0,0,0
AF,ref,OPG174,EBC-13769,89,1,15,11,3,0,0,1,0,0,0
AF,ref,OPG174,EBC-13852,9,1,5,0,4,0,0,0,0,1,0
AF,ref,OPG174,EBC-145068,23,1,7,2,5,0,0,0,0,0,0
AF,ref,OPG174,EBC-145173,67,1,3,2,0,0,1,0,0,0,0
AF,ref,OPG174,EBC-149090,81,1,5,1,3,0,0,1,0,0,0
AF,ref,OPG174,EBC-149105,90,1,8,3,3,0,0,2,0,0,0
AF,ref,OPG174,EBC-152142,7,1,4,0,4,0,0,0,0,0,0
AF,ref,OPG174,EBC-157199,62,1,10,5,2,0,1,2,0,0,0
AF,ref,OPG174,EBC-157208,19,1,9,7,1,0,0,1,0,0,0
AF,ref,OPG174,EBC-157243,96,1,12,5,5,0,0,2,0,0,0
AF,ref,OPG174,EBC-157249,21,1,6,3,1,0,0,0,2,0,0
AF,ref,OPG174,EBC-17140,20,1,19,14,3,0,1,1,0,0,0
AF,ref,OPG174,EBC-189022,40,1,3,1,1,0,0,1,0,0,0
AF,ref,OPG174,EBC-190033,64,1,4,0,3,0,0,1,0,0,0
AF,ref,OPG174,EBC-208024,86,1,9,3,3,0,0,3,0,0,0
AF,ref,OPG174,EBC-218035,30,1,9,5,2,0,1,0,1,0,0
AF,ref,OPG174,EBC-218039,80,1,10,4,4,0,0,2,0,0,0
AF,ref,OPG174,EBC-225024,58,1,12,4,6,0,0,2,0,0,0
AF,ref,OPG174,EBC-251099,25,1,10,0,10,0,0,0,0,0,0
AF,ref,OPG174,EBC-251220,2,1,5,0,5,0,0,0,0,0,0
AF,ref,OPG174,EBC-258054,100,1,8,4,2,0,0,2,0,0,0
AF,ref,OPG174,EBC-26679,8,1,8,0,8,0,0,0,0,0,0
AF,ref,OPG174,EBC-26773,63,1,10,9,0,0,1,0,0,0,0
AF,ref,OPG174,EBC-277093,12,1,7,0,7,0,0,0,0,0,0
AF,ref,OPG174,EBC-29056,87,1,8,0,5,0,3,0,0,0,0
AF,ref,OPG174,EBC-295041,72,1,9,5,3,0,0,1,0,0,0
AF,ref,OPG174,EBC-312078,16,1,9,6,1,0,1,1,0,0,0
AF,ref,OPG174,EBC-346050,91,1,9,4,2,0,1,2,0,0,0
AF,ref,OPG174,EBC-35024,61,1,7,4,1,0,0,2,0,0,0
AF,ref,OPG174,EBC-44133,5,1,5,0,5,0,0,0,0,0,0
AF,ref,OPG174,EBC-44134,3,1,5,0,5,0,0,0,0,0,0
AF,ref,OPG174,EBC-46065,36,1,10,2,8,0,0,0,0,0,0
AF,ref,OPG174,EBC-46194,98,1,15,11,3,0,0,1,0,0,0
AF,ref,OPG174,EBC-46286,32,1,12,8,2,0,0,2,0,0,0
AF,ref,OPG174,EBC-48187,6,1,15,3,12,0,0,0,0,0,0
AF,ref,OPG174,EBC-50059,85,1,14,8,4,0,0,2,0,0,0
AF,ref,OPG174,EBC-50093,33,1,5,0,5,0,0,0,0,0,0
AF,ref,OPG174,EBC-62059,49,1,10,2,8,0,0,0,0,0,0
AF,ref,OPG174,EBC-97116,52,1,17,10,5,0,1,1,0,0,0
AF,ref,OPG174,EBC-99033,84,1,10,5,2,0,1,2,0,0,0
AF,ref,OPG198,EBC-00538,95,1,4,2,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-00541,92,1,6,4,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-00570,64,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-00571,45,1,4,2,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-00575,35,1,5,3,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-00578,33,1,4,2,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-00633,49,1,4,0,4,0,0,0,0,0,0
AF,ref,OPG198,EBC-00647,39,1,9,6,2,0,1,0,0,0,0
AF,ref,OPG198,EBC-00670,46,1,11,9,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-02055,83,1,12,9,3,0,0,0,0,0,0
AF,ref,OPG198,EBC-03034,24,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-03075,63,1,6,4,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-03112,52,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-03130,79,1,5,3,0,0,1,0,0,1,0
AF,ref,OPG198,EBC-03162,82,1,3,1,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-03207,69,1,4,2,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-03334,41,1,6,3,2,0,1,0,0,0,0
AF,ref,OPG198,EBC-03550,51,1,5,3,1,0,1,0,0,0,0
AF,ref,OPG198,EBC-03554,14,1,7,5,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-03584,74,1,9,4,5,0,0,0,0,0,0
AF,ref,OPG198,EBC-03589,6,1,7,5,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-03645,65,1,5,3,1,0,1,0,0,0,0
AF,ref,OPG198,EBC-03646,77,1,8,7,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-03682,16,1,8,6,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-03774,4,1,6,3,3,0,0,0,0,0,0
AF,ref,OPG198,EBC-03896,31,1,8,5,2,0,0,1,0,0,0
AF,ref,OPG198,EBC-03910,7,1,4,1,3,0,0,0,0,0,0
AF,ref,OPG198,EBC-03931,96,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-04135,67,1,5,3,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-06225,56,1,5,3,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-06227,50,1,6,5,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-06298,71,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-06362,80,1,6,3,3,0,0,0,0,0,0
AF,ref,OPG198,EBC-06379,26,1,5,4,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-06474,25,1,4,1,2,0,0,1,0,0,0
AF,ref,OPG198,EBC-06482,27,1,5,3,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-06508,87,1,6,4,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-06585,90,1,10,7,2,0,0,0,1,0,0
AF,ref,OPG198,EBC-06624,61,1,11,7,4,0,0,0,0,0,0
AF,ref,OPG198,EBC-06687,40,1,7,5,1,0,0,0,1,0,0
AF,ref,OPG198,EBC-06711,17,1,5,3,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-06727,3,1,5,3,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-07117,32,1,4,1,2,0,1,0,0,0,0
AF,ref,OPG198,EBC-07238,20,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-07269,34,1,7,4,1,0,0,2,0,0,0
AF,ref,OPG198,EBC-07400,68,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-07472,38,1,6,2,3,0,1,0,0,0,0
AF,ref,OPG198,EBC-07688,36,1,9,7,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-07967,88,1,7,5,1,0,0,0,0,1,0
AF,ref,OPG198,EBC-08084,54,1,9,5,4,0,0,0,0,0,0
AF,ref,OPG198,EBC-08144,86,1,6,3,3,0,0,0,0,0,0
AF,ref,OPG198,EBC-08146,28,1,5,1,3,0,1,0,0,0,0
AF,ref,OPG198,EBC-08203,78,1,3,2,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-08557,59,1,4,2,0,0,1,0,0,1,0
AF,ref,OPG198,EBC-08560,30,1,13,9,3,0,0,1,0,0,0
AF,ref,OPG198,EBC-11025,60,1,11,8,3,0,0,0,0,0,0
AF,ref,OPG198,EBC-11027,29,1,5,0,4,0,0,0,0,1,0
AF,ref,OPG198,EBC-11050,12,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG198,EBC-11052,89,1,10,5,5,0,0,0,0,0,0
AF,ref,OPG198,EBC-11226,53,1,5,2,1,0,1,0,0,1,0
AF,ref,OPG198,EBC-11442,98,1,11,9,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-12087,91,1,6,4,1,0,1,0,0,0,0
AF,ref,OPG198,EBC-12285,73,1,8,5,3,0,0,0,0,0,0
AF,ref,OPG198,EBC-12783,5,1,10,7,2,0,0,0,0,1,0
AF,ref,OPG198,EBC-13024,21,1,14,8,6,0,0,0,0,0,0
AF,ref,OPG198,EBC-13032,44,1,8,5,2,0,0,0,0,1,0
AF,ref,OPG198,EBC-13141,93,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-13169,70,1,5,2,2,0,0,1,0,0,0
AF,ref,OPG198,EBC-13190,55,1,12,10,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-13376,11,1,1,0,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-13389,66,1,8,5,2,0,1,0,0,0,0
AF,ref,OPG198,EBC-13476,48,1,7,2,3,0,1,0,0,1,0
AF,ref,OPG198,EBC-13677,97,1,9,7,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-13852,1,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG198,EBC-14212,94,1,6,4,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-151028,18,1,7,6,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-151029,19,1,7,6,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-152142,43,1,3,1,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-153033,100,1,6,4,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-154047,76,1,5,2,2,0,1,0,0,0,0
AF,ref,OPG198,EBC-157193,13,1,10,8,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-157209,85,1,6,4,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-157220,99,1,9,6,3,0,0,0,0,0,0
AF,ref,OPG198,EBC-157235,9,1,8,5,3,0,0,0,0,0,0
AF,ref,OPG198,EBC-157251,57,1,10,6,4,0,0,0,0,0,0
AF,ref,OPG198,EBC-17116,72,1,8,6,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-189022,75,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-216024,84,1,8,4,3,0,1,0,0,0,0
AF,ref,OPG198,EBC-230024,37,1,8,6,1,0,0,0,0,1,0
AF,ref,OPG198,EBC-251220,8,1,2,0,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-253302,62,1,7,6,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-254047,81,1,12,9,2,0,1,0,0,0,0
AF,ref,OPG198,EBC-44134,47,1,5,0,4,0,0,0,0,1,0
AF,ref,OPG198,EBC-44151,2,1,5,2,3,0,0,0,0,0,0
AF,ref,OPG198,EBC-46164,23,1,3,1,2,0,0,0,0,0,0
AF,ref,OPG198,EBC-47103,58,1,7,4,2,0,0,1,0,0,0
AF,ref,OPG198,EBC-47377,15,1,13,8,4,0,1,0,0,0,0
AF,ref,OPG198,EBC-73021,10,1,12,8,2,0,1,0,0,1,0
AF,ref,OPG198,EBC-76208,22,1,6,5,1,0,0,0,0,0,0
AF,ref,OPG198,EBC-77052,42,1,2,1,1,0,0,0,0,0,0
AF,ref,OPG199,EBC-00539,24,1,6,3,3,0,0,0,0,0,0
AF,ref,OPG199,EBC-00541,53,1,5,2,3,0,0,0,0,0,0
AF,ref,OPG199,EBC-03088,56,1,9,3,5,0,0,1,0,0,0
AF,ref,OPG199,EBC-03091,73,1,8,2,6,0,0,0,0,0,0
AF,ref,OPG199,EBC-03145,71,1,3,1,2,0,0,0,0,0,0
AF,ref,OPG199,EBC-03153,40,1,9,2,5,0,0,1,0,1,0
AF,ref,OPG199,EBC-03164,55,1,5,2,3,0,0,0,0,0,0
AF,ref,OPG199,EBC-03167,47,1,3,0,3,0,0,0,0,0,0
AF,ref,OPG199,EBC-03196,60,1,8,3,4,0,0,1,0,0,0
